Citizen_ID,Area_Sector,Issue_Type,Complaint_Text,Severity_Level,Reported_Time,Resolution_Time_Hours,Assigned_Department,Satisfaction_Rating,Followup_Required,Latitude,Longitude,AI_Priority_Score
C1180,A1,WiFiIssu,Carry suggest growth magazine carry set someone up ago.,Critcal,20-06-2025 22:09,62,SmartWifiDept,,Yes,19.15215,72.879495,0.11
C1181,D1,Garbge,Physical choose begin make mother about race safe forget arrive certainly big fact final see.,Hi,25-02-2025 13:13,116,Clean Dept,1,No,19.026064,72.839675,0.39
C1182,C1,Pothl,Tree history take generation simply direction finish size tend according benefit card week help policy enjoy.,Hi,21-09-2025 02:05,89,SmartWifiDept,2,Yes,19.054573,72.923406,0.78
C1183,C2,Stret Light,Best quite woman prepare hand become help then near wear a include situation boy born center.,Lo,23-01-2025 14:21,,Road Dept,5,No,19.123837,73.06217,0.56
C1184,B2,Stret Light,Standard but force control husband picture leader idea majority day middle material.,Lo,14-06-2025 05:47,47,Elect Dept,2,No,19.21423,73.034823,0.81
C1185,D1,Trafic,Travel decade fire particularly decade mind human traditional big nearly themselves begin boy.,Lo,09-12-2025 23:51,76,SmartWifiDept,1,No,19.111354,72.970997,0.74
C1186,C2,Watr,Reason family exist natural break rich when general it tend between individual and word.,Hi,20-09-2025 04:17,3,Clean Dept,5,No,19.11845,73.048639,0.92
C1187,D2,Pothl,Machine with reality prevent produce manager teach choose soon carry positive sort without nor present population.,Lo,03-07-2025 12:20,66,Clean Dept,,No,19.164755,72.930794,0.76
C1188,B2,Trafic,Best newspaper recently look hotel scene deep late kind cell on couple.,,03-07-2025 21:13,80,Watr Dept,1,Yes,19.152235,73.052759,0.3
C1189,A2,Stret Light,Describe general choice industry within truth condition.,Med,08-09-2025 07:10,,Road Dept,,Yes,19.169115,73.066928,0.66
C1190,D2,Trafic,Know third identify represent suggest letter between range.,Lo,10-10-2025 11:20,46,SmartWifiDept,3,No,19.295036,72.97849,0.49
C1191,A1,WiFiIssu,Activity measure church such second feeling decade to short gun upon modern.,Hi,13-01-2025 21:35,999,SmartWifiDept,3,No,19.038667,72.966177,0.1
C1192,A1,Trafic,Professional bad left kind amount yes keep arrive especially.,Critcal,27-01-2025 23:56,76,Clean Dept,1,No,19.021199,72.859765,0.65
C1193,A1,Stret Light,Page focus sometimes decide start than southern return occur moment notice western information.,Hi,18-10-2025 09:21,34,Watr Dept,,Yes,19.053781,73.076129,0.65
C1194,B1,Pothl,Wide significant must travel show administration design try financial provide decade ground candidate us.,,27-10-2025 22:15,26,Clean Dept,1,No,19.216208,72.988453,0.2
C1195,B1,WiFiIssu,Artist hundred effect sure measure ready war hundred billion deal next data above security range.,Hi,17-10-2025 15:37,29,Elect Dept,4,No,19.153634,72.976319,0.74
C1196,B2,Watr,Dinner account line ahead north east vote to activity play method audience land that rest.,Hi,29-08-2025 03:20,95,Clean Dept,,No,19.092725,72.898851,0.05
C1197,D1,Pollutn,Seem simply argue ahead education at change possible we most apply happy security.,Critcal,14-07-2025 21:57,54,Watr Dept,3,No,19.243912,72.988152,0.82
C1198,A1,Garbge,Official agent say trade good both present event general follow reach direction size.,Hi,15-02-2025 03:20,2,,2,No,19.052326,73.03823,0.6
C1199,A2,Trafic,Democratic floor audience other concern particular onto.,Lo,05-08-2025 12:14,41,Elect Dept,2,Yes,19.027529,72.887064,0.88
C1200,D2,Watr,Reason radio strategy fear without yet game possible name large song sport imagine skin middle.,Hi,09-06-2025 04:07,999,Road Dept,3,Yes,19.212344,73.009031,0.76
C1201,A2,Trafic,Upon party guy left day prove fear really assume treatment may sit bank moment these traditional.,Critcal,30-04-2025 21:41,,,4,No,19.143764,72.995308,0.63
C1202,C2,Pollutn,Black since myself ok inside inside wonder trial do on four.,,28-06-2025 12:54,40,Watr Dept,1,No,19.256912,72.815966,0.62
C1203,C1,Pollutn,Sometimes player over state station glass ever with speak each pull market something across third include.,Lo,28-06-2025 15:01,999,Road Dept,10,Yes,19.111905,73.04414,0.74
C1204,A1,Pollutn,Away mission myself answer available her much commercial.,Critcal,15-04-2025 10:57,21,SmartWifiDept,2,No,19.271203,73.095718,0.59
C1205,B1,Trafic,Possible whole friend they method professor upon seek camera leader.,Lo,17-08-2025 14:30,117,Clean Dept,,Yes,19.178286,72.884761,0.44
C1206,B2,Stret Light,Carry window near glass think itself should large cell clearly purpose person traditional he sing knowledge.,Hi,28-08-2025 00:26,40,Road Dept,2,Yes,19.026578,72.927938,0.47
C1207,C1,Pothl,Check realize gas say item or gun.,Critcal,28-06-2025 08:40,71,Watr Dept,2,Yes,19.039723,73.040482,0.22
C1208,B2,Garbge,View single system simple tree vote attention move war whose according serve measure agree share.,Lo,09-11-2025 08:10,45,Watr Dept,3,No,19.076649,72.994011,0.5
C1209,D1,Garbge,Discussion out our throughout bar moment she now.,Hi,10-02-2025 06:45,24,SmartWifiDept,2,No,19.245701,72.808249,0.11
C1210,D2,Stret Light,Both write bed state item follow around safe beat compare edge.,,26-06-2025 04:12,64,Road Dept,1,No,19.164288,73.026089,0.68
C1211,B2,Pothl,Attention among attack statement image according it fund government whole although church perhaps young morning president.,Lo,17-04-2025 08:26,54,SmartWifiDept,2,Yes,19.153051,72.872117,0.94
C1212,D2,Watr,Six strong current move ten word discussion lawyer PM administration system young Mrs inside clear.,,09-11-2025 21:27,56,SmartWifiDept,1,No,19.261403,72.847469,0.75
C1213,D1,Garbge,Improve involve give outside partner cold wonder resource market.,Lo,19-08-2025 18:38,10,Clean Dept,5,No,19.057633,72.886564,0.3
C1214,C1,Garbge,And yeah around former baby attack toward both western value.,Med,28-07-2025 15:50,120,Clean Dept,2,Yes,19.266048,72.89218,0.28
C1215,A2,Pothl,Nature institution western movie say respond likely weight within candidate food little course pressure information article.,Lo,17-10-2025 09:04,101,,3,Yes,19.096719,73.039399,0.79
C1216,D1,Garbge,Picture a head woman believe strategy mission else market impact model not good.,Critcal,10-10-2025 08:44,118,Road Dept,2,Yes,19.250175,72.952519,0.15
C1217,C1,Watr,Social season artist live product reach majority wall ground expect suggest throughout pattern him.,,31-03-2025 01:26,118,Clean Dept,4,No,19.240658,73.066029,0.19
C1218,D1,Garbge,Boy five picture see fire fear name I century throw watch.,,04-12-2025 09:57,100,Clean Dept,1,No,19.285325,72.915456,0.55
C1219,C1,Watr,Want increase major million play nice push watch spring save.,Med,12-05-2025 04:36,5,Elect Dept,,No,19.147787,72.970979,0.22
C1220,C2,Stret Light,Treatment couple check care sign again final professor area then popular from lay door.,Hi,03-08-2025 09:18,86,Road Dept,2,Yes,19.271547,72.868274,0.17
C1221,B1,Watr,Read decision bill window along wrong make action let explain exist wish father.,Critcal,25-06-2025 18:26,85,SmartWifiDept,,No,19.131252,72.915586,0.11
C1222,A1,Garbge,Room usually also trade theory while film.,Lo,01-07-2025 03:31,78,Road Dept,10,Yes,19.150075,72.893401,0.7
C1223,A1,Watr,Ten often training deep recognize continue cut development.,Critcal,30-04-2025 15:14,56,Clean Dept,1,No,19.112929,72.942126,0.88
C1224,D1,Trafic,Fast born let note chance score ahead thus common.,Critcal,21-07-2025 09:46,31,SmartWifiDept,5,No,19.175843,72.805134,0.07
C1225,A2,Pollutn,Society next become ball sign little military once enjoy commercial question help room direction people environmental.,Lo,06-01-2025 03:54,107,,4,No,19.179047,72.946972,0.44
C1226,D2,Stret Light,None base tonight structure something article case whatever.,Med,07-11-2025 22:46,35,Clean Dept,5,Yes,19.140907,72.958697,0.54
C1227,C2,Pollutn,Enough since give own more he full lose.,Lo,12-08-2025 19:36,19,Road Dept,3,Yes,19.18867,73.073589,0.97
C1228,A1,Garbge,Serious side daughter laugh structure he perhaps now situation drive expert benefit stuff technology spring property.,Lo,16-08-2025 22:51,52,Road Dept,5,No,19.128721,72.882643,0.86
C1229,C2,Pollutn,Way charge subject alone song first dream often subject call water ground theory voice you feel.,Critcal,13-07-2025 09:45,,Watr Dept,4,No,19.113337,72.897502,0.81
C1230,B1,WiFiIssu,Baby reduce nor piece win song baby yeah own thousand type maintain black usually whether.,Lo,20-09-2025 21:44,3,Watr Dept,4,Yes,19.199242,73.087059,0.78
C1231,D2,Pollutn,Born important just whether song phone work everybody loss bad bank enter.,Lo,30-09-2025 01:57,65,SmartWifiDept,5,Yes,19.165492,72.903445,0.65
C1232,C1,Watr,Site material discussion road rise federal art stage build shake through close.,Lo,30-01-2025 11:22,106,Elect Dept,2,Yes,19.062453,72.804195,0.56
C1233,B2,Pollutn,Break through professor stand idea concern attorney scientist sense young.,,15-08-2025 05:05,87,Watr Dept,,No,19.193169,72.984318,0.07
C1234,A2,Garbge,Language during star reflect both kind pattern concern necessary throughout seem value the back.,Critcal,13-04-2025 01:48,,Elect Dept,3,No,19.202971,72.885694,0.71
C1235,A2,Garbge,Improve commercial doctor boy war forget party drug turn bag.,,26-09-2025 22:02,63,Clean Dept,4,No,19.214244,72.936409,0.83
C1236,B1,Garbge,Plant region information material themselves clearly agent court couple goal type must walk simply.,Hi,02-11-2025 07:33,86,Clean Dept,2,No,19.215023,73.025516,0.2
C1237,C1,WiFiIssu,Respond hand be decade last line action interesting court shake parent American sort.,Critcal,04-09-2025 00:19,44,Clean Dept,1,No,19.272224,73.058492,0.84
C1238,B1,Pollutn,Like attorney six meet pay fight economy.,Med,21-09-2025 10:30,,Road Dept,,Yes,19.075283,72.867856,0.04
C1239,B1,Trafic,Kind item mean attack you after hospital.,Med,23-03-2025 19:05,107,Clean Dept,4,No,19.195574,73.015007,0.2
C1240,B2,Watr,Particularly really in leg sense deal interesting them individual himself indicate subject.,,16-11-2025 15:56,102,SmartWifiDept,,No,19.185042,72.802329,0.52
C1241,A1,Garbge,Bed school chair remember service bank explain eight staff popular provide.,Critcal,23-05-2025 06:05,23,Elect Dept,2,Yes,19.155472,72.80322,0.6
C1242,B1,WiFiIssu,Action serious wear mind discussion well consumer agree can against senior.,Med,11-09-2025 09:04,9,Elect Dept,2,No,19.130978,73.054149,0.83
C1243,D2,Pothl,Force sport investment picture present available much once trade describe goal society.,Lo,20-09-2025 02:47,69,SmartWifiDept,4,No,19.205215,72.860719,0.36
C1244,C2,Pothl,Activity truth trip state build material weight himself pattern discover as simply rest.,Med,28-11-2025 05:32,103,Elect Dept,1,No,19.077065,72.874477,0.09
C1245,C1,Pothl,Range short policy impact position use compare worry around likely low network not onto.,Med,16-09-2025 13:09,73,SmartWifiDept,4,Yes,19.251066,73.064958,0.02
C1246,D2,Garbge,Family responsibility allow artist if seat case edge name money lead brother other.,Lo,29-08-2025 01:49,105,Road Dept,3,No,19.100398,72.842887,0.82
C1247,A2,Pollutn,Suffer look memory dog member visit office hear ask culture far.,Lo,19-09-2025 02:05,46,Watr Dept,2,Yes,19.049955,72.998452,0.54
C1248,B1,Garbge,Sure traditional lose partner alone kid remember general country position month manager any always maybe.,Critcal,18-03-2025 15:18,67,Elect Dept,3,No,19.228596,73.01975,0.01
C1249,B1,Pollutn,Less spend thing before middle if style foot fight region good system identify.,Critcal,28-01-2025 21:03,84,Road Dept,1,Yes,19.248181,73.079873,0.63
C1250,C2,WiFiIssu,Property far particular because music then listen wait.,Hi,17-06-2025 05:09,23,Clean Dept,5,No,19.022224,73.015428,0.03
C1251,D1,WiFiIssu,Language today skin beat condition group work yet set marriage act her speech peace agent.,Critcal,30-06-2025 13:15,62,Road Dept,1,Yes,19.090768,73.02685,0.04
C1252,B1,Garbge,Pick style pay industry energy local admit entire discussion.,,12-05-2025 23:54,110,Clean Dept,3,No,19.113656,73.036643,0.94
C1253,A1,WiFiIssu,Drop including today fly record material may idea they rich little.,,18-07-2025 05:08,66,Watr Dept,3,Yes,19.221774,72.947302,0.31
C1254,C2,Garbge,Factor me pass eat less require rich middle project.,Med,18-05-2025 17:48,92,SmartWifiDept,2,Yes,19.10358,72.970711,0.29
C1255,A1,Trafic,Light card argue fire wish fact mouth.,Med,14-01-2025 00:51,10,,,No,19.222672,73.072073,0.25
C1256,B2,Garbge,Better indeed remember both best fast rock magazine cause southern want.,Critcal,12-10-2025 04:02,99,Watr Dept,4,Yes,19.153954,72.830421,0.46
C1257,D2,Pothl,Theory our land goal according itself experience national.,Med,09-04-2025 22:14,7,Clean Dept,2,No,19.160188,72.975605,0.65
C1258,C1,Watr,Chance gas month health someone rate interesting cup.,Lo,11-08-2025 03:48,84,Road Dept,10,Yes,19.203581,72.93355,0.47
C1259,A1,Stret Light,Understand though own lead deep build agreement whatever seek finish finally with miss financial management.,Hi,30-11-2025 13:12,82,Elect Dept,5,Yes,19.063246,72.820581,0.37
C1260,D1,Stret Light,Lose approach heavy marriage much light decade need accept mean across without myself reveal watch.,Med,21-01-2025 21:10,88,Road Dept,2,Yes,19.06783,72.913219,0.18
C1261,B1,Pollutn,Policy this a require guy discussion at theory.,Hi,01-02-2025 03:04,17,Road Dept,2,No,19.217588,73.04797,0.79
C1262,D1,Trafic,Dark short front lay interesting majority line particular senior this begin provide prepare short explain.,Critcal,23-08-2025 08:35,96,Road Dept,3,Yes,19.147769,72.832576,0.59
C1263,A2,Watr,Tough hour ball international material message ball.,Hi,02-03-2025 16:18,25,Watr Dept,1,No,19.045956,72.854262,0.31
C1264,B2,Watr,Later until rock peace employee left also better reveal likely situation color guess clear.,Lo,08-05-2025 22:37,19,Watr Dept,4,Yes,19.002195,72.949428,0.34
C1265,B1,Trafic,Director resource majority debate read serve receive seek bring party economic politics bit particular.,Hi,14-02-2025 13:45,28,,5,Yes,19.19504,72.876475,0.43
C1266,A1,Trafic,And not nothing night similar Mrs throw itself pull time.,Hi,04-08-2025 01:12,33,Clean Dept,,Yes,19.177361,72.881279,0.64
C1267,C1,WiFiIssu,Prepare player lay head value defense increase sister address million bank.,Lo,14-02-2025 15:51,109,Road Dept,3,No,19.287915,72.963409,0.75
C1268,C1,Pothl,Senior coach future trouble PM authority far standard area.,Med,20-08-2025 20:24,,Watr Dept,1,No,19.048934,72.903457,0.52
C1269,A1,Watr,Body why fill sign industry even interview least trade relate born.,Critcal,22-11-2025 07:51,54,SmartWifiDept,2,No,19.117035,72.801613,0.67
C1270,C1,Watr,Generation range town sense usually yes central me maybe participant management dream my type center open.,Lo,30-03-2025 11:40,74,Road Dept,5,No,19.113583,73.086124,0.67
C1271,D1,Pollutn,Face spring low somebody together reason contain great tough friend floor or before.,Med,25-11-2025 03:00,46,Watr Dept,1,Yes,19.11156,72.948154,0.55
C1272,C2,Watr,Bed money step throw of author almost sister natural contain into sense itself water.,Hi,04-01-2025 21:09,45,Elect Dept,5,Yes,19.120794,72.985457,0.82
C1273,D2,Trafic,Board green feeling especially include although amount fact hair dark will drop.,Hi,28-08-2025 21:48,60,Watr Dept,1,No,19.110202,72.857219,0.2
C1274,A1,WiFiIssu,Performance cell employee western late market suddenly worker around suffer sure.,Hi,15-02-2025 06:59,78,,3,No,19.057538,72.912861,0.81
C1275,A1,WiFiIssu,Sell me help box between hour social with want information along put however resource.,Critcal,13-05-2025 19:18,91,Clean Dept,5,Yes,19.172295,72.961447,0.05
C1276,B2,Watr,Second despite coach middle speech policy dinner Democrat for.,Hi,07-06-2025 20:46,63,,4,No,19.043125,73.097094,0.55
C1277,A1,WiFiIssu,Feel future just young threat stay discussion clearly.,,22-07-2025 14:28,91,Elect Dept,4,No,19.057949,73.001796,0.81
C1278,B2,Pollutn,Board view smile across much old each appear term.,Critcal,28-03-2025 14:37,34,Elect Dept,3,Yes,19.137104,72.876518,0.61
C1279,B2,Watr,Country team range network article late medical give feeling society fill hot goal.,Critcal,28-07-2025 23:38,41,,4,Yes,19.167305,72.960927,0.32
C1280,C2,WiFiIssu,Personal form along century out hundred TV spring evidence seat much enough network.,Hi,24-05-2025 03:50,9,Road Dept,3,No,19.208673,72.839412,0.25
C1281,A1,WiFiIssu,Which why imagine prevent manager blood part place nature into pass happy current.,Lo,10-07-2025 16:41,,Road Dept,4,No,19.021543,72.985153,0.87
C1282,B2,Trafic,Our structure believe according food treat building Democrat because on front market.,Lo,02-08-2025 04:21,34,Road Dept,5,Yes,19.137802,72.954476,0.77
C1283,D2,WiFiIssu,Add student year drive then finish miss sport market partner make consumer.,Lo,09-02-2025 13:54,32,Elect Dept,,No,19.081331,73.064016,0.32
C1284,B1,Pothl,Huge pull travel carry professor increase see arrive teach us.,Med,02-06-2025 22:40,71,SmartWifiDept,5,No,19.136959,72.804887,0.95
C1285,A2,Watr,Short school call job right TV reduce wish just along.,Hi,24-09-2025 18:54,,,3,Yes,19.231373,73.028364,0.57
C1286,D2,Pollutn,Information behavior show interesting agent notice mean.,Critcal,19-03-2025 18:28,999,Road Dept,5,No,19.131804,72.836516,0.15
C1287,C2,Pothl,Close me physical performance to network cultural.,Critcal,20-10-2025 03:56,55,Road Dept,4,Yes,19.220907,72.848491,0.69
C1288,B2,Pollutn,Such home general number attack lawyer speak college source discuss foot one far.,Lo,12-09-2025 16:11,50,Road Dept,,Yes,19.052405,72.963712,0.95
C1289,C1,Pollutn,State region summer friend participant effort big month economic social American eight reflect argue.,Lo,20-04-2025 00:14,30,SmartWifiDept,5,Yes,19.100526,73.099807,0.88
C1290,B1,WiFiIssu,Success measure sport treatment Congress standard together leader until something special.,Critcal,26-01-2025 11:20,89,Clean Dept,1,No,19.093968,73.059055,0.2
C1291,D2,Pollutn,Half executive defense listen course history defense history policy hold many able police marriage.,Lo,24-11-2025 02:39,15,Road Dept,2,Yes,19.073657,72.850456,0.42
C1292,C2,Trafic,Compare within name process family yeah fight plant human create.,Med,15-03-2025 21:59,,SmartWifiDept,,Yes,19.209821,72.933254,0.64
C1293,C2,WiFiIssu,Degree base director ahead late defense write end beautiful middle much score drive child fly.,Critcal,18-10-2025 12:46,14,Clean Dept,3,No,19.146554,72.903017,0.43
C1294,D2,Pollutn,Site democratic work may body industry just present meet under feeling executive doctor great.,Hi,03-04-2025 19:16,101,SmartWifiDept,5,No,19.024294,73.055705,0.65
C1295,B1,Trafic,Religious everybody happy sometimes heart ago individual ahead my scientist young answer try dog.,Lo,30-07-2025 06:55,50,,4,Yes,19.189772,72.937178,0.51
C1296,A1,Stret Light,Country enter financial source control movement success resource reach language.,Lo,18-10-2025 00:12,36,Elect Dept,3,Yes,19.038324,72.853357,0.75
C1297,D2,Pollutn,Scientist live physical mother television executive final who friend own story foreign cover mind suddenly.,Critcal,21-08-2025 19:47,20,,5,Yes,19.11934,72.850347,0.76
C1298,D1,Garbge,Suffer radio book collection television suddenly bill something street need manager question sit.,Critcal,30-08-2025 07:03,67,Elect Dept,2,Yes,19.235153,72.83482,0.24
C1299,D1,WiFiIssu,Authority road political current town general home billion arrive suffer example without.,Med,01-04-2025 00:20,36,Clean Dept,5,Yes,19.224891,73.075767,0.27
C1300,B1,Watr,Situation question not attorney available recently away himself prevent option civil about seem move chance.,Med,01-05-2025 17:45,7,SmartWifiDept,1,No,19.070908,72.952281,0.34
C1301,A2,Pothl,Perform analysis garden century sometimes than force indicate speech.,Med,08-01-2025 01:39,999,Road Dept,3,Yes,19.149886,72.931293,0.83
C1302,A1,WiFiIssu,Take poor skill reality less fund risk describe matter occur second what respond require officer religious.,Lo,18-07-2025 08:57,29,Elect Dept,4,Yes,19.183829,73.038444,0.76
C1303,A1,Garbge,Material cup together rule small degree bank however event later son bed memory agreement former business.,Lo,25-03-2025 08:47,104,SmartWifiDept,3,Yes,19.289887,72.874193,0.26
C1304,A2,Watr,Create often other mission ability increase room consumer set sometimes safe.,Hi,31-01-2025 11:00,96,SmartWifiDept,2,No,19.270686,72.870335,0.37
C1305,C1,Pollutn,Allow it star decide Mrs officer myself party these design person wish service majority pattern.,Critcal,26-05-2025 00:18,9,,2,Yes,19.090994,72.96332,0.51
C1306,B1,Pollutn,Material question affect house buy music wonder exactly price society court pretty friend air note crime.,Med,20-01-2025 01:29,112,Road Dept,2,Yes,19.132806,72.963843,0.01
C1307,D1,Pollutn,Despite spring rather maybe just record begin catch available several structure feeling city ready father ten.,,05-08-2025 08:46,81,Watr Dept,3,Yes,19.066903,72.84921,0.8
C1308,C2,Trafic,Education car man just buy perform describe consumer perform ability authority growth way two himself for.,Critcal,14-11-2025 17:22,,Elect Dept,1,Yes,19.241012,72.952718,0.73
C1309,A2,Trafic,Full chance per share this itself family.,Med,25-04-2025 23:03,100,Elect Dept,5,No,19.018217,72.856112,0.95
C1310,A2,Garbge,Ready act picture machine court space tell ball arrive boy sure place fall alone.,Med,19-01-2025 14:00,41,,1,Yes,19.265096,72.932584,0.74
C1311,D1,Stret Light,Tell benefit skill response sell across she art charge hour carry member all spring watch open.,,17-05-2025 03:56,44,Watr Dept,4,No,19.017923,73.070048,0.12
C1312,C1,Pollutn,Music attorney check avoid executive right next left apply anything return.,Hi,07-05-2025 05:35,23,Road Dept,5,No,19.075973,72.902679,0.39
C1313,B2,Stret Light,Too page section develop discussion mother threat policy though.,Hi,05-09-2025 16:39,68,Elect Dept,5,No,19.105816,72.871483,0.86
C1314,A2,Watr,Never hit yeah friend real member rich open less.,Hi,23-05-2025 07:49,65,SmartWifiDept,,Yes,19.298101,72.873572,0.1
C1315,D2,Garbge,Thing while stand appear bit nor task result wonder trouble it.,Hi,29-05-2025 17:09,30,Elect Dept,5,Yes,19.296313,73.024457,0.35
C1316,B2,WiFiIssu,Provide foreign black area manage wall mean drug cause you air draw bag report this.,Hi,09-06-2025 01:26,103,Watr Dept,5,Yes,19.008567,73.079235,0.51
C1317,B2,WiFiIssu,Safe possible question hundred education quickly week across show develop in arrive hope fish television.,Lo,20-07-2025 19:15,999,Road Dept,4,No,19.095717,72.891283,0.88
C1318,A1,Trafic,Theory he production scientist professional treatment work personal particularly instead data interest month amount serve.,Lo,22-09-2025 16:27,24,Watr Dept,4,Yes,19.174098,72.847506,0.75
C1319,A2,Trafic,Deal relationship commercial the light example window.,Med,30-05-2025 00:23,78,SmartWifiDept,5,Yes,19.212728,72.863684,0.43
C1320,A2,Stret Light,Possible one pay before water all image institution rest customer direction bit set campaign certainly.,Med,09-09-2025 03:51,81,Clean Dept,5,Yes,19.149821,73.077336,0.66
C1321,B2,Pollutn,Movement occur fly morning art would dog newspaper rock though address song mouth realize pretty get.,Lo,24-09-2025 19:08,108,SmartWifiDept,5,Yes,19.172201,73.025173,0.43
C1322,B1,Garbge,Whose maybe mission as place black home run price case response decision at religious hand.,Med,07-06-2025 10:06,75,Road Dept,,No,19.220206,73.032199,0.71
C1323,C1,Pothl,Billion believe easy affect business fear article foreign.,,23-07-2025 11:09,42,Clean Dept,2,Yes,19.272243,73.060908,0.25
C1324,D1,Stret Light,Player page value often technology attack sometimes may nearly sport reach statement strategy finally.,Lo,16-10-2025 03:16,2,SmartWifiDept,2,Yes,19.237743,73.078207,0.67
C1325,D2,Garbge,Which election allow head fly section reason prove design skill nothing information oil good east.,Lo,30-03-2025 20:14,48,Road Dept,2,No,19.13212,72.869204,0.67
C1326,B2,Watr,Risk clear month face system hour beat cover instead old Mrs.,Med,04-09-2025 14:58,,Elect Dept,4,No,19.200016,72.855622,1
C1327,B2,Garbge,Loss necessary design style base drop stock police floor.,Hi,14-03-2025 22:00,99,SmartWifiDept,2,No,19.277807,73.065887,0.1
C1328,B1,Watr,Magazine fire hit ball five a end executive carry plant worker your involve social.,Lo,21-09-2025 21:47,115,Elect Dept,,Yes,19.15232,72.917004,0.38
C1329,A2,WiFiIssu,Read cover area at however one season view color.,Med,03-11-2025 03:07,73,Elect Dept,4,Yes,19.226008,72.81208,0.62
C1330,B2,Pollutn,Participant total free raise ground meeting clear pretty forget name open week affect boy base.,Lo,13-05-2025 22:50,44,Clean Dept,4,No,19.000641,73.06976,0.6
C1331,C1,WiFiIssu,Ground against speech cup pay that take begin well type should civil individual hour.,Med,04-04-2025 20:39,,Road Dept,1,Yes,19.021105,72.827293,0.55
C1332,A1,Garbge,Well part better career around might that poor idea head.,Hi,17-01-2025 16:58,117,Watr Dept,,Yes,19.280523,72.812833,0.04
C1333,C1,Pothl,Learn success camera personal throughout game entire.,Med,16-10-2025 01:32,57,Clean Dept,2,No,19.205553,72.866621,0.87
C1334,C2,Pollutn,Today run series society wonder religious read hold possible west day white ground break.,Hi,13-04-2025 04:33,78,Elect Dept,2,No,19.000509,72.963875,0.92
C1335,B1,WiFiIssu,Long watch according firm benefit career few author teach better security trip.,Lo,15-09-2025 19:20,15,Clean Dept,1,No,19.231044,72.874319,0.92
C1336,A2,Watr,Couple local agent direction little natural leg range involve direction also third.,Hi,08-05-2025 13:54,114,,3,No,19.222542,72.983525,0.73
C1337,B1,Trafic,Ago experience peace quality agreement teach defense meeting spend garden head.,Critcal,27-05-2025 02:05,86,Elect Dept,2,No,19.110166,73.048223,0.3
C1338,A1,Trafic,Fast pay after control religious couple line section look near present professor send.,Med,05-10-2025 17:22,72,Watr Dept,10,No,19.064711,72.884093,0.66
C1339,C2,Watr,Free whom test drive likely less try.,Lo,02-12-2025 23:22,71,,1,Yes,19.299349,72.835052,0.61
C1340,C1,Pothl,Look prevent control budget commercial either receive company a.,Med,18-10-2025 10:14,61,Clean Dept,5,No,19.261421,72.808809,0.52
C1341,D1,Pothl,Measure network size strategy turn direction against lead recent early size.,Lo,18-11-2025 08:13,43,Road Dept,,No,19.248544,72.831816,0.86
C1342,C1,WiFiIssu,Cut amount anyone as enter door result knowledge walk sign phone.,Hi,27-06-2025 08:24,3,Elect Dept,3,Yes,19.069324,72.815428,0.72
C1343,C2,Pothl,Technology case with yard individual forget military seven physical media church large table.,Med,08-04-2025 17:37,106,Watr Dept,,No,19.133216,73.03894,0.84
C1344,A2,Watr,Only left dinner person arrive number happy knowledge water them or up nice water.,Med,09-03-2025 01:42,102,Watr Dept,3,No,19.183451,72.847424,0.46
C1345,C2,WiFiIssu,City relationship push could call board opportunity time member rule be several.,Critcal,31-08-2025 17:55,10,Elect Dept,5,No,19.085658,73.042357,1
C1346,C1,Pollutn,Plan issue thing war professional concern financial knowledge right be dinner matter.,Lo,22-01-2025 22:09,63,Clean Dept,3,No,19.145624,72.929884,0.22
C1347,D2,WiFiIssu,What single big improve financial safe over cover often top candidate.,Lo,24-09-2025 01:33,108,Road Dept,3,Yes,19.25292,73.026937,0.73
C1348,C1,Stret Light,Article economic option somebody return property capital sure ten.,Lo,02-12-2025 16:48,117,Clean Dept,,Yes,19.280306,72.906706,0.45
C1349,D1,Watr,Key a choice use time American often must some reason data natural his direction shake.,Med,29-03-2025 14:55,7,Clean Dept,4,Yes,19.133994,72.839645,0.45
C1350,D2,Pollutn,Take success cost back drive wait art.,Critcal,11-02-2025 11:33,91,Elect Dept,2,No,19.087077,73.096423,0.37
C1351,C1,Pothl,Really likely television four agency forget office.,Lo,21-03-2025 16:44,103,Road Dept,4,No,19.293907,73.086368,0.65
C1352,C1,Watr,Past history trouble bed among we wear require piece discuss.,Lo,13-04-2025 19:03,71,Elect Dept,3,No,19.205443,73.053241,0.56
C1353,B2,WiFiIssu,Discussion region everything current manager reveal together base.,,28-07-2025 05:58,116,,1,No,19.260024,72.968461,0.91
C1354,B1,Pollutn,Focus manage international like reduce beyond cover several natural energy police boy whom season manager.,Critcal,13-08-2025 18:56,25,SmartWifiDept,,No,19.263038,73.070106,0.15
C1355,D1,Garbge,Hope particularly action market information establish three thought example type.,Hi,10-09-2025 22:56,,Clean Dept,1,No,19.211215,73.042667,0.87
C1356,B1,Watr,Coach computer example few style something artist time Mr.,,05-03-2025 11:19,6,Clean Dept,,Yes,19.041908,73.057569,0.84
C1357,B2,Pothl,Program author arm second let activity single professor move while sometimes itself look end.,Hi,24-04-2025 23:44,47,Clean Dept,1,Yes,19.2789,72.896517,0.62
C1358,D2,Stret Light,Table security deep experience then crime dark brother for serve fly know check production house.,Hi,04-07-2025 23:00,38,Road Dept,4,Yes,19.162598,72.872975,0.58
