Citizen_ID,Area_Sector,Issue_Type,Complaint_Text,Severity_Level,Reported_Time,Resolution_Time_Hours,Assigned_Department,Satisfaction_Rating,Followup_Required,Latitude,Longitude,AI_Priority_Score
C1168,A2,Street Light,Catch lose task poor feel whom list job month hold not.,Critical,24-08-2025 22:20,48.0,Smart Wifi Dept,2.0,Yes,19.20403,72.934438,0.04
C1169,C1,WiFi Issue,More science need deep yet food simple tell use executive.,High,21-06-2025 15:18,105.0,Water Dept,2.0,No,19.01534,73.052239,0.73
C1170,B2,WiFi Issue,Democrat once city skill can last to.,Critical,28-06-2025 10:39,62.0,Electricity Dept,5.0,No,19.121883,72.993187,0.58
C1171,A1,Traffic,Mouth draw animal major successful program part wall indeed time.,Critical,08-03-2025 13:12,60.0,Smart Wifi Dept,3.0,Yes,19.194985,73.092449,0.72
C1172,A1,Pothole,Son remember fish order good doctor order already opportunity picture.,High,11-01-2025 05:09,13.0,Cleanliness Dept,1.0,No,19.25041,72.864226,0.86
C1173,B1,Pollution,Stuff receive pressure member already administration space choose social spend civil.,Low,17-01-2025 20:23,56.0,Cleanliness Dept,5.0,No,19.112834,72.82714,0.7
C1174,A2,Pothole,Wall however film subject together investment simple hard senior go long main population.,Critical,21-10-2025 01:45,105.0,Cleanliness Dept,2.0,No,19.149981,72.954517,0.8
C1175,D2,Traffic,Early someone thus fund person way participant move defense week.,High,02-03-2025 18:52,105.0,Cleanliness Dept,1.0,Yes,19.09764,72.825723,0.17
C1176,A2,Water,Claim beautiful occur same meeting central stuff couple cost improve.,High,19-05-2025 08:26,80.0,Cleanliness Dept,5.0,Yes,19.192729,72.914185,0.97
C1177,C1,Pollution,Appear leave put pay knowledge meeting likely stuff which pick rise since.,Low,30-06-2025 21:40,84.0,Electricity Dept,2.0,Yes,19.011944,72.961415,0.47
C1178,C1,Pollution,Three hit speech especially sea get along mind laugh three.,Medium,28-09-2025 21:35,10.0,Water Dept,4.0,No,19.22077,73.075299,0.58
C1179,D1,Garbage,Require building end interest girl theory director feel daughter American deep wife for form.,High,05-01-2025 06:42,109.0,Cleanliness Dept,5.0,No,19.269208,72.853003,0.04
C1180,A1,WiFi Issue,Carry suggest growth magazine carry set someone up ago.,Critical,20-06-2025 22:09,62.0,Smart Wifi Dept,3.0,Yes,19.15215,72.879495,0.11
C1181,D1,Garbage,Physical choose begin make mother about race safe forget arrive certainly big fact final see.,High,25-02-2025 13:13,116.0,Cleanliness Dept,1.0,No,19.026064,72.839675,0.39
C1182,C1,Pothole,Tree history take generation simply direction finish size tend according benefit card week help policy enjoy.,High,21-09-2025 02:05,89.0,Smart Wifi Dept,2.0,Yes,19.054573,72.923406,0.78
C1183,C2,Street Light,Best quite woman prepare hand become help then near wear a include situation boy born center.,Low,23-01-2025 14:21,63.5,Roads Dept,5.0,No,19.123837,73.06217,0.56
C1184,B2,Street Light,Standard but force control husband picture leader idea majority day middle material.,Low,14-06-2025 05:47,47.0,Electricity Dept,2.0,No,19.21423,73.034823,0.81
C1185,D1,Traffic,Travel decade fire particularly decade mind human traditional big nearly themselves begin boy.,Low,09-12-2025 23:51,76.0,Smart Wifi Dept,1.0,No,19.111354,72.970997,0.74
C1186,C2,Water,Reason family exist natural break rich when general it tend between individual and word.,High,20-09-2025 04:17,3.0,Cleanliness Dept,5.0,No,19.11845,73.048639,0.92
C1187,D2,Pothole,Machine with reality prevent produce manager teach choose soon carry positive sort without nor present population.,Low,03-07-2025 12:20,66.0,Cleanliness Dept,3.0,No,19.164755,72.930794,0.76
C1188,B2,Traffic,Best newspaper recently look hotel scene deep late kind cell on couple.,Low,03-07-2025 21:13,80.0,Water Dept,1.0,Yes,19.152235,73.052759,0.3
C1189,A2,Street Light,Describe general choice industry within truth condition.,Medium,08-09-2025 07:10,63.5,Roads Dept,3.0,Yes,19.169115,73.066928,0.66
C1190,D2,Traffic,Know third identify represent suggest letter between range.,Low,10-10-2025 11:20,46.0,Smart Wifi Dept,3.0,No,19.295036,72.97849,0.49
C1191,A1,WiFi Issue,Activity measure church such second feeling decade to short gun upon modern.,High,13-01-2025 21:35,999.0,Smart Wifi Dept,3.0,No,19.038667,72.966177,0.1
C1192,A1,Traffic,Professional bad left kind amount yes keep arrive especially.,Critical,27-01-2025 23:56,76.0,Cleanliness Dept,1.0,No,19.021199,72.859765,0.65
C1193,A1,Street Light,Page focus sometimes decide start than southern return occur moment notice western information.,High,18-10-2025 09:21,34.0,Water Dept,3.0,Yes,19.053781,73.076129,0.65
C1194,B1,Pothole,Wide significant must travel show administration design try financial provide decade ground candidate us.,Low,27-10-2025 22:15,26.0,Cleanliness Dept,1.0,No,19.216208,72.988453,0.2
C1195,B1,WiFi Issue,Artist hundred effect sure measure ready war hundred billion deal next data above security range.,High,17-10-2025 15:37,29.0,Electricity Dept,4.0,No,19.153634,72.976319,0.74
C1196,B2,Water,Dinner account line ahead north east vote to activity play method audience land that rest.,High,29-08-2025 03:20,95.0,Cleanliness Dept,3.0,No,19.092725,72.898851,0.05
C1197,D1,Pollution,Seem simply argue ahead education at change possible we most apply happy security.,Critical,14-07-2025 21:57,54.0,Water Dept,3.0,No,19.243912,72.988152,0.82
C1198,A1,Garbage,Official agent say trade good both present event general follow reach direction size.,High,15-02-2025 03:20,2.0,Cleanliness Dept,2.0,No,19.052326,73.03823,0.6
C1199,A2,Traffic,Democratic floor audience other concern particular onto.,Low,05-08-2025 12:14,41.0,Electricity Dept,2.0,Yes,19.027529,72.887064,0.88
C1200,D2,Water,Reason radio strategy fear without yet game possible name large song sport imagine skin middle.,High,09-06-2025 04:07,999.0,Roads Dept,3.0,Yes,19.212344,73.009031,0.76
C1201,A2,Traffic,Upon party guy left day prove fear really assume treatment may sit bank moment these traditional.,Critical,30-04-2025 21:41,63.5,Cleanliness Dept,4.0,No,19.143764,72.995308,0.63
C1202,C2,Pollution,Black since myself ok inside inside wonder trial do on four.,Low,28-06-2025 12:54,40.0,Water Dept,1.0,No,19.256912,72.815966,0.62
C1203,C1,Pollution,Sometimes player over state station glass ever with speak each pull market something across third include.,Low,28-06-2025 15:01,999.0,Roads Dept,10.0,Yes,19.111905,73.04414,0.74
C1204,A1,Pollution,Away mission myself answer available her much commercial.,Critical,15-04-2025 10:57,21.0,Smart Wifi Dept,2.0,No,19.271203,73.095718,0.59
C1205,B1,Traffic,Possible whole friend they method professor upon seek camera leader.,Low,17-08-2025 14:30,117.0,Cleanliness Dept,3.0,Yes,19.178286,72.884761,0.44
C1206,B2,Street Light,Carry window near glass think itself should large cell clearly purpose person traditional he sing knowledge.,High,28-08-2025 00:26,40.0,Roads Dept,2.0,Yes,19.026578,72.927938,0.47
C1207,C1,Pothole,Check realize gas say item or gun.,Critical,28-06-2025 08:40,71.0,Water Dept,2.0,Yes,19.039723,73.040482,0.22
C1208,B2,Garbage,View single system simple tree vote attention move war whose according serve measure agree share.,Low,09-11-2025 08:10,45.0,Water Dept,3.0,No,19.076649,72.994011,0.5
C1209,D1,Garbage,Discussion out our throughout bar moment she now.,High,10-02-2025 06:45,24.0,Smart Wifi Dept,2.0,No,19.245701,72.808249,0.11
C1210,D2,Street Light,Both write bed state item follow around safe beat compare edge.,Low,26-06-2025 04:12,64.0,Roads Dept,1.0,No,19.164288,73.026089,0.68
C1211,B2,Pothole,Attention among attack statement image according it fund government whole although church perhaps young morning president.,Low,17-04-2025 08:26,54.0,Smart Wifi Dept,2.0,Yes,19.153051,72.872117,0.94
C1212,D2,Water,Six strong current move ten word discussion lawyer PM administration system young Mrs inside clear.,Low,09-11-2025 21:27,56.0,Smart Wifi Dept,1.0,No,19.261403,72.847469,0.75
C1213,D1,Garbage,Improve involve give outside partner cold wonder resource market.,Low,19-08-2025 18:38,10.0,Cleanliness Dept,5.0,No,19.057633,72.886564,0.3
C1214,C1,Garbage,And yeah around former baby attack toward both western value.,Medium,28-07-2025 15:50,120.0,Cleanliness Dept,2.0,Yes,19.266048,72.89218,0.28
C1215,A2,Pothole,Nature institution western movie say respond likely weight within candidate food little course pressure information article.,Low,17-10-2025 09:04,101.0,Cleanliness Dept,3.0,Yes,19.096719,73.039399,0.79
C1216,D1,Garbage,Picture a head woman believe strategy mission else market impact model not good.,Critical,10-10-2025 08:44,118.0,Roads Dept,2.0,Yes,19.250175,72.952519,0.15
C1217,C1,Water,Social season artist live product reach majority wall ground expect suggest throughout pattern him.,Low,31-03-2025 01:26,118.0,Cleanliness Dept,4.0,No,19.240658,73.066029,0.19
C1218,D1,Garbage,Boy five picture see fire fear name I century throw watch.,Low,04-12-2025 09:57,100.0,Cleanliness Dept,1.0,No,19.285325,72.915456,0.55
C1219,C1,Water,Want increase major million play nice push watch spring save.,Medium,12-05-2025 04:36,5.0,Electricity Dept,3.0,No,19.147787,72.970979,0.22
C1220,C2,Street Light,Treatment couple check care sign again final professor area then popular from lay door.,High,03-08-2025 09:18,86.0,Roads Dept,2.0,Yes,19.271547,72.868274,0.17
C1221,B1,Water,Read decision bill window along wrong make action let explain exist wish father.,Critical,25-06-2025 18:26,85.0,Smart Wifi Dept,3.0,No,19.131252,72.915586,0.11
C1222,A1,Garbage,Room usually also trade theory while film.,Low,01-07-2025 03:31,78.0,Roads Dept,10.0,Yes,19.150075,72.893401,0.7
C1223,A1,Water,Ten often training deep recognize continue cut development.,Critical,30-04-2025 15:14,56.0,Cleanliness Dept,1.0,No,19.112929,72.942126,0.88
C1224,D1,Traffic,Fast born let note chance score ahead thus common.,Critical,21-07-2025 09:46,31.0,Smart Wifi Dept,5.0,No,19.175843,72.805134,0.07
C1225,A2,Pollution,Society next become ball sign little military once enjoy commercial question help room direction people environmental.,Low,06-01-2025 03:54,107.0,Cleanliness Dept,4.0,No,19.179047,72.946972,0.44
C1226,D2,Street Light,None base tonight structure something article case whatever.,Medium,07-11-2025 22:46,35.0,Cleanliness Dept,5.0,Yes,19.140907,72.958697,0.54
C1227,C2,Pollution,Enough since give own more he full lose.,Low,12-08-2025 19:36,19.0,Roads Dept,3.0,Yes,19.18867,73.073589,0.97
C1228,A1,Garbage,Serious side daughter laugh structure he perhaps now situation drive expert benefit stuff technology spring property.,Low,16-08-2025 22:51,52.0,Roads Dept,5.0,No,19.128721,72.882643,0.86
C1229,C2,Pollution,Way charge subject alone song first dream often subject call water ground theory voice you feel.,Critical,13-07-2025 09:45,63.5,Water Dept,4.0,No,19.113337,72.897502,0.81
C1230,B1,WiFi Issue,Baby reduce nor piece win song baby yeah own thousand type maintain black usually whether.,Low,20-09-2025 21:44,3.0,Water Dept,4.0,Yes,19.199242,73.087059,0.78
C1231,D2,Pollution,Born important just whether song phone work everybody loss bad bank enter.,Low,30-09-2025 01:57,65.0,Smart Wifi Dept,5.0,Yes,19.165492,72.903445,0.65
C1232,C1,Water,Site material discussion road rise federal art stage build shake through close.,Low,30-01-2025 11:22,106.0,Electricity Dept,2.0,Yes,19.062453,72.804195,0.56
C1233,B2,Pollution,Break through professor stand idea concern attorney scientist sense young.,Low,15-08-2025 05:05,87.0,Water Dept,3.0,No,19.193169,72.984318,0.07
C1234,A2,Garbage,Language during star reflect both kind pattern concern necessary throughout seem value the back.,Critical,13-04-2025 01:48,63.5,Electricity Dept,3.0,No,19.202971,72.885694,0.71
C1235,A2,Garbage,Improve commercial doctor boy war forget party drug turn bag.,Low,26-09-2025 22:02,63.0,Cleanliness Dept,4.0,No,19.214244,72.936409,0.83
C1236,B1,Garbage,Plant region information material themselves clearly agent court couple goal type must walk simply.,High,02-11-2025 07:33,86.0,Cleanliness Dept,2.0,No,19.215023,73.025516,0.2
C1237,C1,WiFi Issue,Respond hand be decade last line action interesting court shake parent American sort.,Critical,04-09-2025 00:19,44.0,Cleanliness Dept,1.0,No,19.272224,73.058492,0.84
C1238,B1,Pollution,Like attorney six meet pay fight economy.,Medium,21-09-2025 10:30,63.5,Roads Dept,3.0,Yes,19.075283,72.867856,0.04
C1239,B1,Traffic,Kind item mean attack you after hospital.,Medium,23-03-2025 19:05,107.0,Cleanliness Dept,4.0,No,19.195574,73.015007,0.2
C1240,B2,Water,Particularly really in leg sense deal interesting them individual himself indicate subject.,Low,16-11-2025 15:56,102.0,Smart Wifi Dept,3.0,No,19.185042,72.802329,0.52
C1241,A1,Garbage,Bed school chair remember service bank explain eight staff popular provide.,Critical,23-05-2025 06:05,23.0,Electricity Dept,2.0,Yes,19.155472,72.80322,0.6
C1242,B1,WiFi Issue,Action serious wear mind discussion well consumer agree can against senior.,Medium,11-09-2025 09:04,9.0,Electricity Dept,2.0,No,19.130978,73.054149,0.83
C1243,D2,Pothole,Force sport investment picture present available much once trade describe goal society.,Low,20-09-2025 02:47,69.0,Smart Wifi Dept,4.0,No,19.205215,72.860719,0.36
C1244,C2,Pothole,Activity truth trip state build material weight himself pattern discover as simply rest.,Medium,28-11-2025 05:32,103.0,Electricity Dept,1.0,No,19.077065,72.874477,0.09
C1245,C1,Pothole,Range short policy impact position use compare worry around likely low network not onto.,Medium,16-09-2025 13:09,73.0,Smart Wifi Dept,4.0,Yes,19.251066,73.064958,0.02
C1246,D2,Garbage,Family responsibility allow artist if seat case edge name money lead brother other.,Low,29-08-2025 01:49,105.0,Roads Dept,3.0,No,19.100398,72.842887,0.82
C1247,A2,Pollution,Suffer look memory dog member visit office hear ask culture far.,Low,19-09-2025 02:05,46.0,Water Dept,2.0,Yes,19.049955,72.998452,0.54
C1248,B1,Garbage,Sure traditional lose partner alone kid remember general country position month manager any always maybe.,Critical,18-03-2025 15:18,67.0,Electricity Dept,3.0,No,19.228596,73.01975,0.01
C1249,B1,Pollution,Less spend thing before middle if style foot fight region good system identify.,Critical,28-01-2025 21:03,84.0,Roads Dept,1.0,Yes,19.248181,73.079873,0.63
C1250,C2,WiFi Issue,Property far particular because music then listen wait.,High,17-06-2025 05:09,23.0,Cleanliness Dept,5.0,No,19.022224,73.015428,0.03
C1251,D1,WiFi Issue,Language today skin beat condition group work yet set marriage act her speech peace agent.,Critical,30-06-2025 13:15,62.0,Roads Dept,1.0,Yes,19.090768,73.02685,0.04
C1252,B1,Garbage,Pick style pay industry energy local admit entire discussion.,Low,12-05-2025 23:54,110.0,Cleanliness Dept,3.0,No,19.113656,73.036643,0.94
C1253,A1,WiFi Issue,Drop including today fly record material may idea they rich little.,Low,18-07-2025 05:08,66.0,Water Dept,3.0,Yes,19.221774,72.947302,0.31
C1254,C2,Garbage,Factor me pass eat less require rich middle project.,Medium,18-05-2025 17:48,92.0,Smart Wifi Dept,2.0,Yes,19.10358,72.970711,0.29
C1255,A1,Traffic,Light card argue fire wish fact mouth.,Medium,14-01-2025 00:51,10.0,Cleanliness Dept,3.0,No,19.222672,73.072073,0.25
C1256,B2,Garbage,Better indeed remember both best fast rock magazine cause southern want.,Critical,12-10-2025 04:02,99.0,Water Dept,4.0,Yes,19.153954,72.830421,0.46
C1257,D2,Pothole,Theory our land goal according itself experience national.,Medium,09-04-2025 22:14,7.0,Cleanliness Dept,2.0,No,19.160188,72.975605,0.65
C1258,C1,Water,Chance gas month health someone rate interesting cup.,Low,11-08-2025 03:48,84.0,Roads Dept,10.0,Yes,19.203581,72.93355,0.47
C1259,A1,Street Light,Understand though own lead deep build agreement whatever seek finish finally with miss financial management.,High,30-11-2025 13:12,82.0,Electricity Dept,5.0,Yes,19.063246,72.820581,0.37
C1260,D1,Street Light,Lose approach heavy marriage much light decade need accept mean across without myself reveal watch.,Medium,21-01-2025 21:10,88.0,Roads Dept,2.0,Yes,19.06783,72.913219,0.18
C1261,B1,Pollution,Policy this a require guy discussion at theory.,High,01-02-2025 03:04,17.0,Roads Dept,2.0,No,19.217588,73.04797,0.79
C1262,D1,Traffic,Dark short front lay interesting majority line particular senior this begin provide prepare short explain.,Critical,23-08-2025 08:35,96.0,Roads Dept,3.0,Yes,19.147769,72.832576,0.59
C1263,A2,Water,Tough hour ball international material message ball.,High,02-03-2025 16:18,25.0,Water Dept,1.0,No,19.045956,72.854262,0.31
C1264,B2,Water,Later until rock peace employee left also better reveal likely situation color guess clear.,Low,08-05-2025 22:37,19.0,Water Dept,4.0,Yes,19.002195,72.949428,0.34
C1265,B1,Traffic,Director resource majority debate read serve receive seek bring party economic politics bit particular.,High,14-02-2025 13:45,28.0,Cleanliness Dept,5.0,Yes,19.19504,72.876475,0.43
C1266,A1,Traffic,And not nothing night similar Mrs throw itself pull time.,High,04-08-2025 01:12,33.0,Cleanliness Dept,3.0,Yes,19.177361,72.881279,0.64
C1267,C1,WiFi Issue,Prepare player lay head value defense increase sister address million bank.,Low,14-02-2025 15:51,109.0,Roads Dept,3.0,No,19.287915,72.963409,0.75
C1268,C1,Pothole,Senior coach future trouble PM authority far standard area.,Medium,20-08-2025 20:24,63.5,Water Dept,1.0,No,19.048934,72.903457,0.52
C1269,A1,Water,Body why fill sign industry even interview least trade relate born.,Critical,22-11-2025 07:51,54.0,Smart Wifi Dept,2.0,No,19.117035,72.801613,0.67
C1270,C1,Water,Generation range town sense usually yes central me maybe participant management dream my type center open.,Low,30-03-2025 11:40,74.0,Roads Dept,5.0,No,19.113583,73.086124,0.67
C1271,D1,Pollution,Face spring low somebody together reason contain great tough friend floor or before.,Medium,25-11-2025 03:00,46.0,Water Dept,1.0,Yes,19.11156,72.948154,0.55
C1272,C2,Water,Bed money step throw of author almost sister natural contain into sense itself water.,High,04-01-2025 21:09,45.0,Electricity Dept,5.0,Yes,19.120794,72.985457,0.82
C1273,D2,Traffic,Board green feeling especially include although amount fact hair dark will drop.,High,28-08-2025 21:48,60.0,Water Dept,1.0,No,19.110202,72.857219,0.2
C1274,A1,WiFi Issue,Performance cell employee western late market suddenly worker around suffer sure.,High,15-02-2025 06:59,78.0,Cleanliness Dept,3.0,No,19.057538,72.912861,0.81
C1275,A1,WiFi Issue,Sell me help box between hour social with want information along put however resource.,Critical,13-05-2025 19:18,91.0,Cleanliness Dept,5.0,Yes,19.172295,72.961447,0.05
C1276,B2,Water,Second despite coach middle speech policy dinner Democrat for.,High,07-06-2025 20:46,63.0,Cleanliness Dept,4.0,No,19.043125,73.097094,0.55
C1277,A1,WiFi Issue,Feel future just young threat stay discussion clearly.,Low,22-07-2025 14:28,91.0,Electricity Dept,4.0,No,19.057949,73.001796,0.81
C1278,B2,Pollution,Board view smile across much old each appear term.,Critical,28-03-2025 14:37,34.0,Electricity Dept,3.0,Yes,19.137104,72.876518,0.61
C1279,B2,Water,Country team range network article late medical give feeling society fill hot goal.,Critical,28-07-2025 23:38,41.0,Cleanliness Dept,4.0,Yes,19.167305,72.960927,0.32
C1280,C2,WiFi Issue,Personal form along century out hundred TV spring evidence seat much enough network.,High,24-05-2025 03:50,9.0,Roads Dept,3.0,No,19.208673,72.839412,0.25
C1281,A1,WiFi Issue,Which why imagine prevent manager blood part place nature into pass happy current.,Low,10-07-2025 16:41,63.5,Roads Dept,4.0,No,19.021543,72.985153,0.87
C1282,B2,Traffic,Our structure believe according food treat building Democrat because on front market.,Low,02-08-2025 04:21,34.0,Roads Dept,5.0,Yes,19.137802,72.954476,0.77
C1283,D2,WiFi Issue,Add student year drive then finish miss sport market partner make consumer.,Low,09-02-2025 13:54,32.0,Electricity Dept,3.0,No,19.081331,73.064016,0.32
C1284,B1,Pothole,Huge pull travel carry professor increase see arrive teach us.,Medium,02-06-2025 22:40,71.0,Smart Wifi Dept,5.0,No,19.136959,72.804887,0.95
C1285,A2,Water,Short school call job right TV reduce wish just along.,High,24-09-2025 18:54,63.5,Cleanliness Dept,3.0,Yes,19.231373,73.028364,0.57
C1286,D2,Pollution,Information behavior show interesting agent notice mean.,Critical,19-03-2025 18:28,999.0,Roads Dept,5.0,No,19.131804,72.836516,0.15
C1287,C2,Pothole,Close me physical performance to network cultural.,Critical,20-10-2025 03:56,55.0,Roads Dept,4.0,Yes,19.220907,72.848491,0.69
C1288,B2,Pollution,Such home general number attack lawyer speak college source discuss foot one far.,Low,12-09-2025 16:11,50.0,Roads Dept,3.0,Yes,19.052405,72.963712,0.95
C1289,C1,Pollution,State region summer friend participant effort big month economic social American eight reflect argue.,Low,20-04-2025 00:14,30.0,Smart Wifi Dept,5.0,Yes,19.100526,73.099807,0.88
C1290,B1,WiFi Issue,Success measure sport treatment Congress standard together leader until something special.,Critical,26-01-2025 11:20,89.0,Cleanliness Dept,1.0,No,19.093968,73.059055,0.2
C1291,D2,Pollution,Half executive defense listen course history defense history policy hold many able police marriage.,Low,24-11-2025 02:39,15.0,Roads Dept,2.0,Yes,19.073657,72.850456,0.42
C1292,C2,Traffic,Compare within name process family yeah fight plant human create.,Medium,15-03-2025 21:59,63.5,Smart Wifi Dept,3.0,Yes,19.209821,72.933254,0.64
C1293,C2,WiFi Issue,Degree base director ahead late defense write end beautiful middle much score drive child fly.,Critical,18-10-2025 12:46,14.0,Cleanliness Dept,3.0,No,19.146554,72.903017,0.43
C1294,D2,Pollution,Site democratic work may body industry just present meet under feeling executive doctor great.,High,03-04-2025 19:16,101.0,Smart Wifi Dept,5.0,No,19.024294,73.055705,0.65
C1295,B1,Traffic,Religious everybody happy sometimes heart ago individual ahead my scientist young answer try dog.,Low,30-07-2025 06:55,50.0,Cleanliness Dept,4.0,Yes,19.189772,72.937178,0.51
C1296,A1,Street Light,Country enter financial source control movement success resource reach language.,Low,18-10-2025 00:12,36.0,Electricity Dept,3.0,Yes,19.038324,72.853357,0.75
C1297,D2,Pollution,Scientist live physical mother television executive final who friend own story foreign cover mind suddenly.,Critical,21-08-2025 19:47,20.0,Cleanliness Dept,5.0,Yes,19.11934,72.850347,0.76
C1298,D1,Garbage,Suffer radio book collection television suddenly bill something street need manager question sit.,Critical,30-08-2025 07:03,67.0,Electricity Dept,2.0,Yes,19.235153,72.83482,0.24
C1299,D1,WiFi Issue,Authority road political current town general home billion arrive suffer example without.,Medium,01-04-2025 00:20,36.0,Cleanliness Dept,5.0,Yes,19.224891,73.075767,0.27
C1300,B1,Water,Situation question not attorney available recently away himself prevent option civil about seem move chance.,Medium,01-05-2025 17:45,7.0,Smart Wifi Dept,1.0,No,19.070908,72.952281,0.34
C1301,A2,Pothole,Perform analysis garden century sometimes than force indicate speech.,Medium,08-01-2025 01:39,999.0,Roads Dept,3.0,Yes,19.149886,72.931293,0.83
C1302,A1,WiFi Issue,Take poor skill reality less fund risk describe matter occur second what respond require officer religious.,Low,18-07-2025 08:57,29.0,Electricity Dept,4.0,Yes,19.183829,73.038444,0.76
C1303,A1,Garbage,Material cup together rule small degree bank however event later son bed memory agreement former business.,Low,25-03-2025 08:47,104.0,Smart Wifi Dept,3.0,Yes,19.289887,72.874193,0.26
C1304,A2,Water,Create often other mission ability increase room consumer set sometimes safe.,High,31-01-2025 11:00,96.0,Smart Wifi Dept,2.0,No,19.270686,72.870335,0.37
C1305,C1,Pollution,Allow it star decide Mrs officer myself party these design person wish service majority pattern.,Critical,26-05-2025 00:18,9.0,Cleanliness Dept,2.0,Yes,19.090994,72.96332,0.51
C1306,B1,Pollution,Material question affect house buy music wonder exactly price society court pretty friend air note crime.,Medium,20-01-2025 01:29,112.0,Roads Dept,2.0,Yes,19.132806,72.963843,0.01
C1307,D1,Pollution,Despite spring rather maybe just record begin catch available several structure feeling city ready father ten.,Low,05-08-2025 08:46,81.0,Water Dept,3.0,Yes,19.066903,72.84921,0.8
C1308,C2,Traffic,Education car man just buy perform describe consumer perform ability authority growth way two himself for.,Critical,14-11-2025 17:22,63.5,Electricity Dept,1.0,Yes,19.241012,72.952718,0.73
C1309,A2,Traffic,Full chance per share this itself family.,Medium,25-04-2025 23:03,100.0,Electricity Dept,5.0,No,19.018217,72.856112,0.95
C1310,A2,Garbage,Ready act picture machine court space tell ball arrive boy sure place fall alone.,Medium,19-01-2025 14:00,41.0,Cleanliness Dept,1.0,Yes,19.265096,72.932584,0.74
C1311,D1,Street Light,Tell benefit skill response sell across she art charge hour carry member all spring watch open.,Low,17-05-2025 03:56,44.0,Water Dept,4.0,No,19.017923,73.070048,0.12
C1312,C1,Pollution,Music attorney check avoid executive right next left apply anything return.,High,07-05-2025 05:35,23.0,Roads Dept,5.0,No,19.075973,72.902679,0.39
C1313,B2,Street Light,Too page section develop discussion mother threat policy though.,High,05-09-2025 16:39,68.0,Electricity Dept,5.0,No,19.105816,72.871483,0.86
C1314,A2,Water,Never hit yeah friend real member rich open less.,High,23-05-2025 07:49,65.0,Smart Wifi Dept,3.0,Yes,19.298101,72.873572,0.1
C1315,D2,Garbage,Thing while stand appear bit nor task result wonder trouble it.,High,29-05-2025 17:09,30.0,Electricity Dept,5.0,Yes,19.296313,73.024457,0.35
C1316,B2,WiFi Issue,Provide foreign black area manage wall mean drug cause you air draw bag report this.,High,09-06-2025 01:26,103.0,Water Dept,5.0,Yes,19.008567,73.079235,0.51
C1317,B2,WiFi Issue,Safe possible question hundred education quickly week across show develop in arrive hope fish television.,Low,20-07-2025 19:15,999.0,Roads Dept,4.0,No,19.095717,72.891283,0.88
C1318,A1,Traffic,Theory he production scientist professional treatment work personal particularly instead data interest month amount serve.,Low,22-09-2025 16:27,24.0,Water Dept,4.0,Yes,19.174098,72.847506,0.75
C1319,A2,Traffic,Deal relationship commercial the light example window.,Medium,30-05-2025 00:23,78.0,Smart Wifi Dept,5.0,Yes,19.212728,72.863684,0.43
C1320,A2,Street Light,Possible one pay before water all image institution rest customer direction bit set campaign certainly.,Medium,09-09-2025 03:51,81.0,Cleanliness Dept,5.0,Yes,19.149821,73.077336,0.66
C1321,B2,Pollution,Movement occur fly morning art would dog newspaper rock though address song mouth realize pretty get.,Low,24-09-2025 19:08,108.0,Smart Wifi Dept,5.0,Yes,19.172201,73.025173,0.43
C1322,B1,Garbage,Whose maybe mission as place black home run price case response decision at religious hand.,Medium,07-06-2025 10:06,75.0,Roads Dept,3.0,No,19.220206,73.032199,0.71
C1323,C1,Pothole,Billion believe easy affect business fear article foreign.,Low,23-07-2025 11:09,42.0,Cleanliness Dept,2.0,Yes,19.272243,73.060908,0.25
C1324,D1,Street Light,Player page value often technology attack sometimes may nearly sport reach statement strategy finally.,Low,16-10-2025 03:16,2.0,Smart Wifi Dept,2.0,Yes,19.237743,73.078207,0.67
C1325,D2,Garbage,Which election allow head fly section reason prove design skill nothing information oil good east.,Low,30-03-2025 20:14,48.0,Roads Dept,2.0,No,19.13212,72.869204,0.67
C1326,B2,Water,Risk clear month face system hour beat cover instead old Mrs.,Medium,04-09-2025 14:58,63.5,Electricity Dept,4.0,No,19.200016,72.855622,1.0
C1327,B2,Garbage,Loss necessary design style base drop stock police floor.,High,14-03-2025 22:00,99.0,Smart Wifi Dept,2.0,No,19.277807,73.065887,0.1
C1328,B1,Water,Magazine fire hit ball five a end executive carry plant worker your involve social.,Low,21-09-2025 21:47,115.0,Electricity Dept,3.0,Yes,19.15232,72.917004,0.38
C1329,A2,WiFi Issue,Read cover area at however one season view color.,Medium,03-11-2025 03:07,73.0,Electricity Dept,4.0,Yes,19.226008,72.81208,0.62
C1330,B2,Pollution,Participant total free raise ground meeting clear pretty forget name open week affect boy base.,Low,13-05-2025 22:50,44.0,Cleanliness Dept,4.0,No,19.000641,73.06976,0.6
C1331,C1,WiFi Issue,Ground against speech cup pay that take begin well type should civil individual hour.,Medium,04-04-2025 20:39,63.5,Roads Dept,1.0,Yes,19.021105,72.827293,0.55
C1332,A1,Garbage,Well part better career around might that poor idea head.,High,17-01-2025 16:58,117.0,Water Dept,3.0,Yes,19.280523,72.812833,0.04
C1333,C1,Pothole,Learn success camera personal throughout game entire.,Medium,16-10-2025 01:32,57.0,Cleanliness Dept,2.0,No,19.205553,72.866621,0.87
C1334,C2,Pollution,Today run series society wonder religious read hold possible west day white ground break.,High,13-04-2025 04:33,78.0,Electricity Dept,2.0,No,19.000509,72.963875,0.92
